image	caption
/content/MediaEval_NewsImages/Training Dataset/0714825E62CF168CE43950A4482E6157.jpg	Martyr's Day rally | What to expect on July 21 as Trinamul Congress gears up for Martyrs' Day programme anushilan kendra mamata banerjee bidhan sarani metro railway trinamul congress
/content/MediaEval_NewsImages/Training Dataset/FB0EDB00C509527D6FB7ABE8B54C8B94.jpg	CBCP: Teenage Filipino girl eyed for sainthood christ virgin mary blessed virgin mary bishop renato mayugba college of holy spirit in quezon city mariano marcos state university laboratory school diocese of kalibo
/content/MediaEval_NewsImages/Training Dataset/320F69BF1344AA39809C8B1A58C48DAD.jpg	China's digital yuan nears $250B transaction volume: Central bank governor society for reuters people bank
/content/MediaEval_NewsImages/Training Dataset/61D1FCDFFD11E729FEDF413BC074ECC7.jpg	HydGene Renewables growing green energy security brown kerstin petroll tony jerkovic dan johnson energy innovation fund hydgene renewables macquarie university clean energy finance corporation
/content/MediaEval_NewsImages/Training Dataset/6B23875023ECCA2155AD000848B1EC2F.jpg	All you need to know about Reliance-Jio Financial demerger jio financial services jio financial services billionaire mukesh ambani reliance industries jio financial service bombay stock exchange reuters national stock exchange macquarie research
/content/MediaEval_NewsImages/Training Dataset/807A46D521964A06A0C9BCE25DC87BD8.jpg	40 colleagues join search for real estate agent missing in Canterbury gooch nicola reeves yanfei bao nissan dualis zealand herald harcourt wigram hamish mcleod wigram airforce base on facebook wigram airforce
/content/MediaEval_NewsImages/Training Dataset/E2EA3FDC72BB7B8D0289F6F33A102869.jpg	Qc Discusses Economic Relations With Turkmenistan obaidly ahmed al obaidli mergen gurdov h e serdar berdimuhamedov turkmenistan chamber turkmen business council qatar chamber
/content/MediaEval_NewsImages/Training Dataset/D97252E806162A0148758F29E73865A1.jpg	Top 10 things to do in Dubai and Abu Dhabi this long weekend: Free events, stay and dine, night swims and more world trade centre burj al arab arabia wildlife centre in sharjah desert park ministry of human resources
/content/MediaEval_NewsImages/Training Dataset/0E98807012F3DF9B21EBBFCDC3DA7C79.jpg	Belize City Fisherman's Shooting: Policeman Involved Remains on Duty â€“ Love FM Belize News & Music Power chester williams
/content/MediaEval_NewsImages/Training Dataset/C93E0F250D165F9E28936DCBF83E4908.jpg	Infosys Q1 results at 3:45 pm. Here's what you should know infosys ltd
/content/MediaEval_NewsImages/Training Dataset/BDE453A35D3C86D2815D7BF7A87C5B77.jpg	Ohio Police Triumphantly Save Raccoon With Head Stuck in Mayo Jar youtube painesville police police in painesville painesville police department
/content/MediaEval_NewsImages/Training Dataset/92A7A367B09C6353B20993822FEF1B89.jpg	You heard right, Fairview Heights restaurant to close after decade of serving comfort food colville casa gallardo facebook united states darden restaurants red lobster olive garden
/content/MediaEval_NewsImages/Training Dataset/9411946F2121F00B32CA51ADCCC61B76.jpg	World's largest sundial to double as green energy provider mariano sylvester turner 
/content/MediaEval_NewsImages/Training Dataset/1B781638687EA980C59BA4D7576E9823.jpg	Kyle Sandilands censored by KIIS FM over fiery exchange with his colleague about the Indigenous Voice and funding for Aboriginal Australians piper brooklyn ross jackie o henderson kyle sandilands virgin mary immaculate conception indigenous voice to parliament media authority maronite catholic church olympics australian communications voice to parliament australian radio network
/content/MediaEval_NewsImages/Training Dataset/4F34DC0D6A42CC274266CAEEA67F5C3C.jpg	Privacy breach involving dozens of vulnerable children services office of the privacy vera haywood centre
/content/MediaEval_NewsImages/Training Dataset/0F036090BDEDC7B41ED572308FA615BD.jpg	BRS to raise Manipur violence issue in Parliament: KTR government indigenous tribal leader forum
/content/MediaEval_NewsImages/Training Dataset/A87839110E8079D6E1F2C5C24BDC0A10.jpg	Religious leaders in South Sudan call for timely elections election commission political parties council episcopal church transitional government of national unity sudan people liberation movement
/content/MediaEval_NewsImages/Training Dataset/3F1CE524E048FF4D420FD87B87E8E85F.jpg	Sorry but that's the wrong document, Muhyiddin's former aide tells PM ibrahim muhyiddin yassin marzuki mohamad messrs rosli dahlan saravana partnership maybank provident fund holdings bhd
/content/MediaEval_NewsImages/Training Dataset/9F538DD04990DF8F88DA8344D5514FF3.jpg	Wheat prices rise sharply in global markets zelensky vladimir putin 
/content/MediaEval_NewsImages/Training Dataset/4645CF14C623B797E4614219FEAC5D48.jpg	Export of rice, fruits, vegetables spike in H1 development tr department nguy rural development nam trade office fisheries enterprises administration of customs of china ministry of agriculture nam-guangxi association of agro
/content/MediaEval_NewsImages/Training Dataset/981186C63F408F3FF3E217D509812531.jpg	South Africa's visa regime leaves essential jobs unfilled german chamber
/content/MediaEval_NewsImages/Training Dataset/47AE01EB258BC018170D145EF34101A1.jpg	Help St Helens Star raise Â£5k for St Helens Foodbank this summer kilmurray warrington guardian helens foodbank newsquest newsquest media group
/content/MediaEval_NewsImages/Training Dataset/D91AC39209F4904E43330A3E329B3CCA.jpg	Grantham councillors highlight issues in 'ward walks' with South Kesteven District Council leader Richard Cleaver swinburn rob dixon richard cleaver kesteven district council bhive community
/content/MediaEval_NewsImages/Training Dataset/DEFC7F69CCD893987674AD029D599BA0.jpg	'He'll be fantastic': Why Les Kiss is 'such a good appointment' to take the Queensland Reds forward hunt james slipper les kis mark nolan getty eddie jones cameron shepherd lote tuqiri stephen hoiles taniela tupou david rogers getty alex davidson getty matt dunning jono searle getty hagen hopkins getty vern cotter brad thorn nick stiles les kiss ollie hoskins nick phipps rob simmons steve diamond brad mooar quade cooper 
/content/MediaEval_NewsImages/Training Dataset/4E24372C5C2ACDB8F408F67DAC05C43E.jpg	Carjacking victims, witnesses recall wild police chase through LA, Ventura counties mike sayeri los angeles bmw
/content/MediaEval_NewsImages/Training Dataset/0D65EB1CAB725ED0D0967680454AAAE6.jpg	Inland Empire customers lose power for more than a day during sweltering heat wave chripchuzk edison reggie kumar 
/content/MediaEval_NewsImages/Training Dataset/1B4B86322189A08DD383D21C14856A4C.jpg	China's loan prime rates remain unchanged interbank funding center
/content/MediaEval_NewsImages/Training Dataset/5D5321BF39357DB6FE5F460082081107.jpg	HELP debt: Report recommends refresh of student debt, uni sector overhaul press club national press club on morrison
/content/MediaEval_NewsImages/Training Dataset/2ABF8641F586B8B672266099642D0938.jpg	Serving her community begum shahista s begum maya angelou cardiff law school cardiff university
/content/MediaEval_NewsImages/Training Dataset/EA848A486F41795FD73C9F976064F738.jpg	Dentons advises Joint Lead Managers on Sobha Realty issue oleary alex roussos katie phillips moody deutschland gmb standard chartered bank sobha sukuk s p global ratings europe dubai islamic bank sobha realty marketing group sharjah islamic bank as joint lead managers syndigate media inc
/content/MediaEval_NewsImages/Training Dataset/97BC41F1EA6F3B6AC7E58D72DF2017F6.jpg	'Pained, angry': PM Modi on Manipur shocker, demands CM take stringent action ghosh n biren singh mallikarjun kharge monsoon session of parliament manipur police
/content/MediaEval_NewsImages/Training Dataset/CA3B9C9E0262BE67A85D0E712F0B3677.jpg	UAE's sovereign fund opens office in India's special economic zone fund gujarat international finance tec national investment price waterhouse co abu dhabi investment authority
/content/MediaEval_NewsImages/Training Dataset/3B21AFFD9579CDB44376C685EEB2288D.jpg	Inside four homes for sale that share the same Â£370k price tag - currently the average asking price for a home in Britain property services martin co
/content/MediaEval_NewsImages/Training Dataset/D33EE60297360A78B1C20709D6F4D9D5.jpg	No stars? Comic-Con returns to roots as Hollywood strikes witham chris gore david glanzer marvel comics
/content/MediaEval_NewsImages/Training Dataset/AC7982A64226B74046A779CE2E5E8FD7.jpg	Kelsea Ballerini To Host Screenings Of 'Rolling Up The Welcome Mat' Film museum in los angeles on
/content/MediaEval_NewsImages/Training Dataset/F713BEA98169F3C32441F39F4E08F6C3.jpg	What wild things are in your backyard? You might be surprised lions mark girardeau santa barbara elias baldwin los angeles lila higgins facebook natural history museum of los angeles instagram
/content/MediaEval_NewsImages/Training Dataset/1464DAF15A50F7279C0C3C4C51A3EDB4.jpg	Gold hovers near 8-week high on hopes of Fed rate-hike pause central bank reuters
/content/MediaEval_NewsImages/Training Dataset/F7D6D121D8A810FF3A2A0BCDB7D2220D.jpg	Dibrugarh University PG Entrance Result 2023 Declared; Check DUPGET Scores Here programme dibrugarh university post graduate entrance test dibrugarh university pg entrance
/content/MediaEval_NewsImages/Training Dataset/A44B3C0A7B729F7BD00A72870CD5B836.jpg	Spain's election Sunday pits 2 leftist vs. 2 rightist parties. Here's a look at the leaders intxaurrondo manuel fraga pablo casado francisco franco irene montero joseph wilson david brunat spain parliament european union popular party
/content/MediaEval_NewsImages/Training Dataset/3F49306745748D985F4CC2FF51710299.jpg	Swedish embassy in Baghdad torched after protest al-adha salwan momika hassan ahmed 
/content/MediaEval_NewsImages/Training Dataset/077D4410B4F56D7443DE4259476B23D4.jpg	Women's World Cup 2023 LIVE: New Zealand open tournament against Norway before Australia host Ireland hipkins abi riley sam kerr miguel delaney ada hegerberg jitka klimkova megan rapinoe lucy bronze jamie braidwood gianni infantino ria percival maren mjelde graham hansen reuters united states football association
/content/MediaEval_NewsImages/Training Dataset/C4E1C54E9DA7416FF95E27597A4F5334.jpg	OCM: Requests to sell marijuana at events to open in days gilbert jenkins brittany carbone harvey epstein gilbert jenkins kathy hochul vladimir bautista kate lisa kaitlynnlisa john kagia cannabis association of new york dormitory authority office of cannabis management department of taxation
/content/MediaEval_NewsImages/Training Dataset/FA3A6D235FF9BF8CE3CCDBCFCD924FC6.jpg	Pakistan beats Sri Lanka by 4 wickets to win the 1st of 2 tests between south Asian rivals ahmed saud shakeel kusal mendis babar azam ramesh mendis prabath jayasuriya 
/content/MediaEval_NewsImages/Training Dataset/C11284256179C279614A7C9262DC9048.jpg	Kenya's opposition set for second day of tax-hike protests ruto aaron ross bernadette baum maina njenga humphrey malalo raila odinga thomas mukoya odinga azimio anne mawathe monicah mwangi twitter
/content/MediaEval_NewsImages/Training Dataset/AAC6186661C1195712E412B5A055AE38.jpg	10 ways to style up your picnic morley maison cherie sophie allport marks spencer
/content/MediaEval_NewsImages/Training Dataset/4E28614E5AE27D0B5682B2882C438DEA.jpg	Contemporary History Museum Holds Exhibition on 'Hallyu' s army national museum of korean contemporary history
/content/MediaEval_NewsImages/Training Dataset/5902A5AD45B2392A21E644C067850D18.jpg	World's largest office building ready to open in India's Surat city modi vallabhbhai patel diamond research and mercantile international institute of diamond
/content/MediaEval_NewsImages/Training Dataset/ACD95BAB000AE7BC61318E954C7E502E.jpg	High Court Refuses To Entertain PIL Challenging Union Govt's Ordinance Giving Overriding Powers To LG Over Services satish chandra sharma justice sanjeev narula shrikant prasad supreme court constitution bench of the supreme court apex court national capital civil services authority delhi high court on union government on
/content/MediaEval_NewsImages/Training Dataset/4F8CA124EDB45E69F99238BB3DDF7EA1.jpg	Cooling UK inflation may signal time for rethink for sterling bulls cooper joseph calnan georgette boele alex richardson dhara ranasinghe sebastian vismara abn amro sterling united states group of seven
/content/MediaEval_NewsImages/Training Dataset/B83A778C1D1B3E803CD4EEEC660125AC.jpg	Watch: President Erdogan gifts Sheikh Mohamed bin Zayed Turkey's first domestically-made electric car al watan tayyip erdogan zayed al nahyan turkey automobile joint venture group anadolu agency syndigate media inc
/content/MediaEval_NewsImages/Training Dataset/5D73CF07D3F30AFB8F90D4EADCFEA840.jpg	Saudi developer Jabal Omar to sell Makkah plot for $139mln darasha jabal omar seban scaria areeb advanced real estate company alinma makkah real estate fund saudi arabia jabal omar development co
/content/MediaEval_NewsImages/Training Dataset/B9F79A3163CDFBA74FC6120F193BF09A.jpg	Northam sells key RBPlat stake to rival Impala ending platinum battle theron david evans felix njini 
/content/MediaEval_NewsImages/Training Dataset/65BC256D6F78B2E7BD2D6929AA584F93.jpg	Asia stocks gain; US futures slip after Netflix, Tesla earnings musk saira malik kazuo ueda ankur banerjee sam holmes sterling united states nuveen netflix nasdaq european central bank federal reserve
/content/MediaEval_NewsImages/Training Dataset/A7AE079B51048851EE864F3B8D988458.jpg	American soldier's dash into North Korea leaves family members wondering why king sarah leslie matthew miller karine jean-pierre united states u s army american airlines associated press armored division white house
/content/MediaEval_NewsImages/Training Dataset/9DAB44D9E3087CC8FDD7CA8EE408654D.jpg	First Oppenheimer reviews praise Christopher Nolan's epic visuals, Cillian Murphy's 'tour de force' performance: 'This is the big bang' nolan christopher nolan oppenheimer cillian murphy matt damon emily blunt j robert oppenheimer florence pugh robert downey jr 
/content/MediaEval_NewsImages/Training Dataset/2705802AC3A999EB800DE7C4544BA30F.jpg	Global miner Anglo American's first-half production surges 42% denina chandini monnappa sherry jacob-phillips reuters
/content/MediaEval_NewsImages/Training Dataset/18DDAC04BB3E0F04968673446BFC31F4.jpg	Here's how the pandemic continues to influence home design trends â€“ Daily News angeles christine vroom luis murillo christopher brandon 
/content/MediaEval_NewsImages/Training Dataset/59FE7DBF610A8A13E96852C65143E196.jpg	Khatron Ke Khiladi 13: Rohit Roy regrets quitting due to injury fakih ronit roy ruhi chaturvedi nyrraa m banerji arjit taneja archana gautam singh soundous moufakir niklla hoga chand 
/content/MediaEval_NewsImages/Training Dataset/798B0752C0FA2E04F09F89C052485E37.jpg	Celina Jaitly on son's death in 2017: 'Finally summoned the courage to talk' | Bollywood khan janasheen celina jaitly feroz khan 
/content/MediaEval_NewsImages/Training Dataset/180184C42C72B710C9F7EFEEF04E21D0.jpg	USAID to work with U.S. Congress to invest $230 mln in Ukrainian businesses â€“ Power states agency for international development u s congress european union united states
/content/MediaEval_NewsImages/Training Dataset/9DB792957A71D9982C3772980F50729B.jpg	EXCLUSIVE: Arjun Kapoor and Bhumi Pednekar to reunite for The Ladykiller's final schedule post-monsoon pednekar ajay bahl arjun kapoor 
/content/MediaEval_NewsImages/Training Dataset/96E0C13D39AF1B527956D176B132A1E9.jpg	Tick Talk: Advice for avoiding ticks in Utah - The Times-Independent for disease
/content/MediaEval_NewsImages/Training Dataset/5B15D160CD60FB066C5BA8E689626E63.jpg	Chamisa's double candidates headache: CCC exonerates some members ncube brighton mazhindu sengeso nchabangu fadzayi mahere mary fredrick masarirevhu ellen shiriyedenga associates of zimbabwe nkayi rural district council st mary national assembly citizens coalition for change
/content/MediaEval_NewsImages/Training Dataset/75083387C5B5853D6D8EC1FD5FB8A42E.jpg	Be a tree-mendous person and get involved this National Tree Day city council
/content/MediaEval_NewsImages/Training Dataset/432AAA49A4B13EB4D097BD685366DDE6.jpg	Roald Dahl museum condemns author for 'undeniable and indelible racism' dahl story company
/content/MediaEval_NewsImages/Training Dataset/D759F559D60410BFD6245844703B7A3F.jpg	Pak minister says action would be taken against ex-PM Imran for 'exposing official secrets' mahmood qureshi imran khan rana sanaullah donald trump 
/content/MediaEval_NewsImages/Training Dataset/4F7202DC36170047A5916F60F257E4F5.jpg	SC to hear TN minister Senthil Balaji's plea in money laundering case on Friday d y chandrachud justice karthikeyan justice s v gangapurwala senthil balaji v senthil balaji justice d bharatha chakravarthy kapil sibal manoj misra justice chakravarthy justice c v karthikeyan tushar mehta high court supreme court madras high court
/content/MediaEval_NewsImages/Training Dataset/8A0186E82D2E4F0FBBC581701708BFE7.jpg	Flooded with sightseers, Europe's iconic churches struggle to accommodate both worship and tourism monjo our lady francisco seco ricardo bravo joan albaiges daniel olsen anna vilanova hagia sophia suzan fraser roberta leone fenelon mendez josep maria turull brigham young university associated press lilly endowment inc
/content/MediaEval_NewsImages/Training Dataset/63D641DAE9A2B7BFAE5AF9A7D8EED077.jpg	Little Women's Kim Go Eun and Pachinko's Noh Sang Hyun confirmed as leads for new movie Love In The Big City soo noh heung soo jae hee kim jae hee international dublin literary prize
/content/MediaEval_NewsImages/Training Dataset/0D7757166005BBB88D7EDE71FF902641.jpg	Vietnamese, Singaporean foreign ministers enjoy lunch at hawker center food center singapore maxwell food center foreign affairs bui thanh son
/content/MediaEval_NewsImages/Training Dataset/A32272D79EF042032AD7568296DDE173.jpg	India At Comic-Con 2023: Rana Daggubati, Amar Chitra Katha And, Of Course, Project K murali kamal haasan amitabh bachchan sophia paul k rana daggubati saugata mukharjee rana daggubati deepika padukone anirudh kanisetti netflix
/content/MediaEval_NewsImages/Training Dataset/599D095540EBEB7826A60924BFA1CA7F.jpg	The world's cheapest Domino's pizza is in inflation-hit India. It costs $0.60 pereyra devanshu bansal aditya kalra westlife foodworld akshay jatia abhirup roy praveen paramasivam hilary russ kiran raj saurabh sharma sameer khetarpal brenda goh miyoung kim yum brands india emkay global financial services reuters burger king euromonitor international mcdonald pizza hut
/content/MediaEval_NewsImages/Training Dataset/C896E8A955A3B74BBAF5D4FD4C0A3647.jpg	Atlas Honda eyes $25m in exports ali khan sabir shaikh muhammad saad imran association of pakistan motorcycle assemblers atlas honda limited
/content/MediaEval_NewsImages/Training Dataset/0AA02F55B279F2020BCB0053A1AF11BD.jpg	Shark Boy And Chompie Help AEW Promote Shark Week boy jason momoa eddie kingston chris jericho tony schiavone jericho appreciation society
/content/MediaEval_NewsImages/Training Dataset/AD887F34078B6ECBE3F7BBE407D59A1D.jpg	PM Modi walks up to Sonia Gandhi in Parliament, asks about her health national developmental inclusive alliance parliament on
/content/MediaEval_NewsImages/Training Dataset/412929AA756AC3F7656C779EDF4A51CA.jpg	Concerns over noise lead Benton County leaders to mull data center ordinance related to cryptocurrency county quorum court
/content/MediaEval_NewsImages/Training Dataset/977FFFAA456011B6409C366392B20E6F.jpg	Academia Historica to get historic Chiang diaries ching-kuo chiang yo-mei chen yi-shen chiang fang chih-yi yang fu-yi taipei district court taipei times hoover institution at stanford hoover institution stanford university hoover institution at stanford university san jose us district court
/content/MediaEval_NewsImages/Training Dataset/5C66B48F6DE1A550A78DBD415AB049B6.jpg	Edna Ruth Lane Moore moore van joanne white lane moore chris moore alice castle hayne emmi rose white william moore morgan byrd ethan savannah moore eli byrd krista damico glenda moore white levi byrd bub white katie love memorial baptist church perquimans high school cremation service u s air sandy branch baptist church cemetery
/content/MediaEval_NewsImages/Training Dataset/934CAE3A28B78CFFB46C625136633462.jpg	Putin to skip BRICS summit in South Africa lavrov cyril ramaphosa seban scaria omar al-bashir vladimir putin african national congress international criminal court russian federation
/content/MediaEval_NewsImages/Training Dataset/6205DD3986081319AC3A5DDDB49EBB61.jpg	Jammu & Kashmir High Court CJ Inaugurates 40-Hrs Mediation Training Program For Advocates ahmed justice mohammad akram choudhary amit gupta justice sindhu sharma rajinder sapru anoop sharma abdul bari justice n kotiswar singh justice tashi rabstan tasleem arif justice javed iqbal justice rajesh sekhri j k legal services authority supreme court ladakh high court conciliation committee conciliation project committee conciliation committee of the high court mediation training programme j k judicial academy hours mandatory mediation training programme department of information
/content/MediaEval_NewsImages/Training Dataset/3B69AA67090BCE23485B16610B4C2A00.jpg	The Golden Elite Win Blood & Guts Match On 7/19 AEW Dynamite ibushi wheeler yuta jon moxley nick jackson kenny omega matt jackson konosuke takeshita claudio castagnoli don callis blackpool combat club jericho appreciation society blackpool combat club jon moxley
/content/MediaEval_NewsImages/Training Dataset/9F6E33C332BDFBCBD99807369E404195.jpg	Use an app, not coupons, to pay for parking in JB noorazam vincent dsilva raja faliq rada adam johor bahru datuk noorazam osman johor bahru city council
/content/MediaEval_NewsImages/Training Dataset/1EBAFB823EED6BE237DB96A64C125FB4.jpg	Supreme Court Upholds Acquittal Of Three Policemen In 36 Year Old Murder Case; Dismisses CBI's Appeal manoj misra raj kumar baliyan vikramjit banerjee raj kumar justice b v nagarathna supreme court on trial court court analysis high court apex court uttarakhand high court central bureau of investigation
/content/MediaEval_NewsImages/Training Dataset/0212D3FE92F4ABB2263BF3C261B189C8.jpg	Mahesh Babu to get Rs 78 crore for Trivikram Srinivas' Guntur Kaaram? Here's what we know kaaram mahesh babu sarkaru vaari pata aamir khan meenakshi chaudhary ghattamaneni siva rama krishnaa pooja hegde trivikram srinivas instagram
/content/MediaEval_NewsImages/Training Dataset/B5D9A778FE226E2B584C5519F0F56385.jpg	A/C issues at Downtown YMCA getting fixed jamie spencer ymca
/content/MediaEval_NewsImages/Training Dataset/DCC4FF203714EF9E0526B4699B384B22.jpg	Madras High Court Restrains Google From Delisting Disney+ Hotstar App From Play Store Over Failure To Accept New Payment Policy india private high court google
/content/MediaEval_NewsImages/Training Dataset/2F0163B17142834A9A0F14328C4C13B0.jpg	The Golden Elite And Blackpool Combat Club Shake Hands blackpool combat club
/content/MediaEval_NewsImages/Training Dataset/C303AAEB58DF7462D7947CF78A08D1DE.jpg	US Stocks: Stocks advance as earnings pick up; Dow notches 8th day of gains ellis kim forrest richard chang chuck mikolajczak david solomon us bancorp m t bank goldman sachs nasdaq netflix nvidia microsoft
/content/MediaEval_NewsImages/Training Dataset/0096A266537BB4C6CBB6CDF1C0666313.jpg	Mount Maunganui brawl: 10th man denies rioting and wounding charges jon paki kereama walker koikoi brown christina cook teina eremiha matiaha jesse wiheti fisher barry walker tatau adam paul frederick carmichael tauranga district court
/content/MediaEval_NewsImages/Training Dataset/0CF90CD6607091E44BB130446475CC7F.jpg	Hawaii Beach Gone in Wave Erosion, Resident Asks Condo Association to Remove Building on Shoreline brown unsplash kai nishiki clayton yoshida maui planning department kahana sunset condominium association
/content/MediaEval_NewsImages/Training Dataset/D390C700122A103FF68ED024FAD765D2.jpg	J&K Roads Development Agency Is Exempted From TDS Deduction On TD Account Interest: Jammu & Kashmir High Court puneet gupta justice sanjeev kumar savings bank kashmir bank ltd development agency authority for the assessment jammu kashmir high court
/content/MediaEval_NewsImages/Training Dataset/F2203512B01A69FE7609F64F6C03F43B.jpg	Contempt Petitioner Cannot Be Insisted To Provide Name & Age Of Respondent's Father, Mother Or Husband: Kerala High Court v g arun divya s iyer jestin mathew kerala high court contempt of court mount zion college of engineering
/content/MediaEval_NewsImages/Training Dataset/B9A20FC67A5B9BAB66CD569FE61F605D.jpg	Conglomerates team up to support rain victims care sk telecom samsung electronics lg group samsung group hyundai motor group samsung sk group
/content/MediaEval_NewsImages/Training Dataset/751BED6472DDB33C91B3E18E5067A023.jpg	Ceredigion: Concern at coroner choosing own undertakers reeve peter brunton iona reeves louise evans gareth lloyd peter evans ministry of justice
/content/MediaEval_NewsImages/Training Dataset/051FA56FFC907E70CF01DC2C4DFBF6A7.jpg	Parliament: What to expect from Monsoon Session beginning today research foundation parliament house monsoon session of parliament societies amendment
/content/MediaEval_NewsImages/Training Dataset/630C468670B9E15E63BFCD72FADF5D09.jpg	US SEC accepts six spot bitcoin ETF proposals for review nasdaq exchange commission invesco
/content/MediaEval_NewsImages/Training Dataset/44934CF2A94A141BD91703A0184AE718.jpg	Former RNC Chair Torches Donald Trump's Latest Claim With 1 Blunt Word national committee
/content/MediaEval_NewsImages/Training Dataset/B84F9460A17B4599C5CB7D21E31B2639.jpg	Times Square Center presents eco-friendly 'Busy Little Hands' event communications time square center times square center
/content/MediaEval_NewsImages/Training Dataset/E57F6FD233DBC067AFD5A4D1A8BB7C9E.jpg	Amouranth returns to Twitch after hot tub ban, PewDiePie remains suspended amouranth siragusa salma hayek 
/content/MediaEval_NewsImages/Training Dataset/774FBA0759AE12531159B068DDF29984.jpg	'No guilty will be spared': PM Modi slams 'shameful' Manipur incident of parliament parliament monsoon session
/content/MediaEval_NewsImages/Training Dataset/25B7BEA848E43914ECED7FF5F4E77EB5.jpg	Belarus forces holding exercises with Wagner fighters on border with Poland defence ministry russia wagner group reuters
/content/MediaEval_NewsImages/Training Dataset/0F30FA7144264A7BD61557368B9EAEFC.jpg	Rabid Beaver Beaten to Death After Biting Girl Swimming in Georgia Private Property wikimedia commons don mcgowan kevin buecker georgia public health lab in decatur georgia department of natural resources
/content/MediaEval_NewsImages/Training Dataset/6C12AC604462F4B21E4220611AE57151.jpg	Grand Stores hosts Zhiyun Middle East Summit 2023 media inc museum of the imaging department
/content/MediaEval_NewsImages/Training Dataset/C9E5F68DCC47A3F94051F6422078F239.jpg	Manufacturing Execution System Market 2023 Driving Factors manufacturing company major companies obvius holdingd llc industry research
/content/MediaEval_NewsImages/Training Dataset/8D943D37345F02CD6EAE86364D30F281.jpg	Hyperhidrosis Market Analysis, Epidemiology, Trends, Size, Share, and Future Forecast till (2023-2033) â€“ Hometown Pages states consulting group international market analysis research
/content/MediaEval_NewsImages/Training Dataset/AA5FB0715E1A5AA1A977472BA7F9CE23.jpg	Conman held for duping people on pretext of finding them rented accommodation singh paramjeet singh 
/content/MediaEval_NewsImages/Training Dataset/34E43FB44ECDDCCADC54E798A6334184.jpg	Corporate tax in UAE: 5 key questions answered media inc ministry of finance
/content/MediaEval_NewsImages/Training Dataset/D0FE78CD2530FDE3A88BEC7E877EA0DF.jpg	'Bring Him to Me', 'A Savage Christmas', 'Jules' headline CinefestOZ lineup niasari shayda thea raveneau sam neill margaret buswell tom evans david roberts gary sweet daniel mulvihill sean mcdonald bromley ryan morgan john farnham helen thomson rekha ryan mark coles smith liam mcintyre darren gilshenan barry pepper marc turtletaub madeleine dyer max jahufer rachel griffiths 
/content/MediaEval_NewsImages/Training Dataset/64274FE2F42423802AB6987AAB5D644C.jpg	Zimdollar recovery diminishes telecommunications services providers' tariff hikes prospects regulatory authority econet wireless zimbabwe limited
/content/MediaEval_NewsImages/Training Dataset/33C4D62BDEA76977E1D8029B5E9FBEDD.jpg	Conjunctivitis cases record sharp rise in two UP districts khan shalini mohan jitendra kumar jhansi medical college kanpur school welfare association
/content/MediaEval_NewsImages/Training Dataset/D565B68950B0695C85E522BEE16661BD.jpg	Charles: Was Balisier House built from sugar cake and tooloom? - Trinidad and Tobago Newsday charles keith christopher rowley keith rowley national security fitzgerald hinds our police
/content/MediaEval_NewsImages/Training Dataset/99467F14E00D71DB612C66CD719DF0EC.jpg	Susroonya Koduru, Indian-Origin Student In US Suffers Brain Damage After Lightning Strike kumar kotha susroonya koduru information technology harris county sheriff office national weather service university of houston united states
/content/MediaEval_NewsImages/Training Dataset/FAC7531F7D7C6C41D27129DF2FFE4BAB.jpg	UBS says $100 million blended finance initiative receives new backers hughes neghaiwi friederike heine sustainable development reuters
/content/MediaEval_NewsImages/Training Dataset/B9FE32FAC838AFA3E92FD05C50206A11.jpg	Punch machine surrenders to Deontay Wilder's super-KO power harrison tyson fury deontay wilder mike tyson fighters league
/content/MediaEval_NewsImages/Training Dataset/4A6EAEA47A311790300B50AEE57334FC.jpg	Heathrow service for disabled passengers substandard over 12-month period â€“ CAA kingdom civil aviation authority belfast international civil aviation authority
/content/MediaEval_NewsImages/Training Dataset/EEA58E11EB9F4123A6C4FD5997BA85E4.jpg	Fitch Ratings affirms OPEC Fund rating at 'AA+' alkhalifa tarek sherlala 
/content/MediaEval_NewsImages/Training Dataset/A81B6CCBBA9C482F37DB19FEF505C98C.jpg	Transatlantic travel sets up European airlines up for bumper earnings plucinska virgin atlantic catherine evans juha jarvinen rajesh kumar singh alex irving reuters air france delta air lines lufthansa
/content/MediaEval_NewsImages/Training Dataset/8B54112628B4C7A392D0DDE7C86E0EFE.jpg	Spain's election Sunday pits 2 leftist vs. 2 rightist parties. Here's a look at the leaders wilson pablo casado silvia intxaurrondo david brunat irene montero francisco franco manuel fraga spain parliament european union popular party
/content/MediaEval_NewsImages/Training Dataset/2E1C92C67B7241A6771E100B622A7D8F.jpg	Senior doctors in England stage rare walk out health service junior british medical association
/content/MediaEval_NewsImages/Training Dataset/6412BD19FF2C34B81AE6AEF9B6C92323.jpg	DUI driver who killed 10-year-old in 2019 dies before serving time salazar sara spagnolini 
/content/MediaEval_NewsImages/Training Dataset/3AC43F6DE8CF9E6C70C81B6EE21C51EF.jpg	Ahead of Project K first glimpse at Comic-Con, Prabhas spotted at US bash padukone amitabh bachchan kamal haasan screen actors guild television artists american federation of radio
/content/MediaEval_NewsImages/Training Dataset/120F2164BA7D0A99F6DDB72E5B73FB3E.jpg	Umrah 2023: Four visa options to help you visit Makkah; all you need to know of foreign affairs saudia airlines or flynas visa syndigate media inc european union united states ministry of haj
